,genres,item_name,release_date,price,item_id,developer
12339,"['Action', 'Casual', 'Indie', 'Racing']",Cube Racer,2017,4.99,705210,Simon Blasen
12340,"['Indie', 'Strategy']",Syrian Warfare: Return to Palmyra,2017,16.99,635030,Cats Who Play
12341,['RPG'],South Park™: The Fractured But Whole™ - Towelie: Your Gaming Bud,2017,1.99,564792,Ubisoft San Francisco
12342,['Indie'],NeoBoom2,2017,0.99,718220,BJGameInd
12343,"['Casual', 'Indie', 'Simulation', 'Strategy']",MinSweeper,2017,2.99,726030,LinQ
12344,"['Adventure', 'Indie']",Stitched,2017,7.99,727340,Fluffex Studios
12345,"['Adventure', 'RPG']",Lantern of Worlds - The Story of Samir,2017,0.0,742320,Fasold Games
12346,"['Action', 'Adventure']",Virality,2017,1.99,740060,Nicola Mari
12347,"['Adventure', 'Indie', 'RPG']",Forgotten Light,2017,0.99,735680,Luke Cripps
12348,"['Casual', 'Indie']",JellyNoid,2017,0.99,733190,Verymax
12349,"['Adventure', 'Simulation']",Titanic,2017,2.99,727910,Interactive Gaming Studios
12350,"['Action', 'Casual', 'Strategy']",Geostorm - Turn-Based Puzzler,2017,9.99,688400,Sticky Studios
12351,['Indie'],Coffee Run,2017,0.0,731180,Andrew Rodenhiser
12352,"['Action', 'Casual', 'Indie']",WHERE'S PHANTOM THIEF,2017,7.99,709520,FlatCircle
12353,"['Action', 'Indie', 'Early Access']",Keyscaper,2017,7.99,732980,FomoonSoft
12354,"['Action', 'Adventure', 'Indie']",Stolen Mouth,2017,3.99,732150,Nedodnb
12355,"['Action', 'Indie']",Blaster Cop,2017,1.99,713940,Blaster Games Studio
12356,"['RPG', 'Strategy']",Lost Dimension,2017,24.99,626600,FURYU Corporation
12357,"['Action', 'Early Access']",Pain of War,2017,0.0,738880,Initiative Games
12358,"['RPG', 'Strategy']",Lost Dimension: All Costumes Bundle,2017,5.99,650230,FURYU Coporation
12359,"['Adventure', 'Indie']",Kolbeinn,2017,2.99,734010,Recreat4
12360,"['Action', 'Adventure', 'Casual', 'RPG']",Tarim: Guardians,2017,5.99,603060,Dosane Games
12361,"['Action', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']",The Unseen,2017,19.99,706010,Dynasty Interactive Ltd
12362,"['Adventure', 'Indie']",端木斐异闻录：非人之恋,2017,2.99,740960,致意
12363,"['Indie', 'Simulation']",The Waiting Room,2017,0.0,744640,Reflect Studios
12364,"['Casual', 'Indie']",Cross Set Infinity,2017,4.99,705250,Cuveet Story
12365,"['Casual', 'Indie']",Greedy Trolley,2017,1.99,726040,WhiteNutGames
12366,"['Adventure', 'Indie']",端木斐异闻录：非人之恋 - 原声集（OST）,2017,1.99,742430,"Rostrum Studio,柳知萧"
12367,"['Action', 'Casual', 'Indie', 'Simulation']",Soldier of Failure 2,2017,1.99,729170,TSS Studio
12368,"['Action', 'Indie', 'Racing', 'Simulation', 'Early Access']",Driver Pro: 2017,2017,0.99,710540,Alexey Volonsky
12369,"['Action', 'Adventure', 'Indie']",Space Epic Untitled - Season 1,2017,0.0,613800,"KUMA, LLC"
12370,['Indie'],Robin of Loxley the Legend of Sherwood,2017,9.99,692090,Indie970
12371,"['Casual', 'Indie', 'Simulation', 'Strategy']",Micro Miners,2017,1.99,730120,Steedie
12372,['Adventure'],St Christopher's School Lockdown - Soundtrack,2017,5.99,738680,Classroom Graffiti Productions
12373,"['Action', 'Casual', 'Indie', 'Simulation']",Stickman Destruction,2017,0.99,586270,Starodymov
12374,"['Action', 'Adventure', 'Casual', 'Indie']",Dima Rescues Ira,2017,2.99,586280,Starodymov
12375,"['Adventure', 'Indie']",Flightless,2017,0.0,731770,Bristol Street Studios
12376,['Casual'],Ultimate Spinner Simulator - Unstress Yourself,2017,0.99,730030,OnFire Games
12377,"['Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Spooky Fishing Pack,2017,0.0,591985,Fishing Planet LLC
12378,"['Adventure', 'Casual', 'Indie']",Bio Soup,2017,0.99,662330,EHTechnology
12379,"['Action', 'Indie']",Mission: Demolition,2017,4.99,726020,Quantized Bit
12380,"['Simulation', 'Strategy']",Bomber Crew Skin Pack,2017,1.99,728930,Runner Duck
12381,"['Action', 'Strategy']",Company of Heroes: Battle of Crete,2010,0.0,721720,Battle of Crete Development Team
12382,['Indie'],The Occupant,2017,1.99,717670,"Agency Principle,Purple Pwny Studios"
12383,"['Action', 'Massively Multiplayer']",Warface - Halloween Pack,2017,0.0,740050,Crytek
12384,"['Adventure', 'Indie', 'RPG', 'Strategy']",Dungeon of the Endless™ - Digital Artbook,2017,0.0,744930,AMPLITUDE Studios
12385,"['Action', 'Adventure', 'Indie']",Figment - Soundtrack,2017,7.99,735330,"Bedtime Digital Games,Stöj Snak"
12386,"['Action', 'Adventure', 'RPG']",Assassin's Creed® Origins,2017,59.99,582160,Ubisoft Montreal
12387,"['Action', 'Indie', 'Early Access']",The Song of Terminus  終焉的迴響:護界者之歌,2017,0.0,741320,拉貢拉斯找金粒
12388,"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",Space Quiz,2017,3.99,727860,Little Smart Planet
12389,"['Adventure', 'Indie']",Dragon Perception,2017,0.99,732090,ARGames
12390,"['Action', 'Casual', 'Strategy']",WAR Pig - Big Bang,2017,14.99,736610,magnussoft
12391,"['Adventure', 'Casual', 'Indie', 'Strategy']",Bunny Jewel Match Adventure,2017,1.99,744310,Boogygames Studios
12392,['Sports'],RUGBY 18 - The British and Irish Lions 2017 Team,2017,4.99,692050,Eko Software
12393,['Sports'],RUGBY 18,2017,39.99,627450,Eko Software
12394,"['Action', 'Adventure', 'Casual', 'RPG']",Sword Art Online: Hollow Realization Deluxe Edition,2017,49.99,607890,AQURIA
12395,"['Casual', 'Indie', 'Simulation', 'Sports']",Malzbie's Pinball Collection,2017,0.0,729580,Malzbie Games
12396,['Action'],カニマン VS メカモンキー,2017,2.99,693950,AMG GAMES
12397,"['Casual', 'Indie', 'RPG']",Questr,2017,14.99,675990,Mutant Entertainment Studios
12398,"['Animation &amp; Modeling', 'Design &amp; Illustration']",Strata Spaces VR – Professional Edition 7-Day Trial,2017,0.0,719010,"Strata Mixed Reality, Inc."
12399,"['Indie', 'Strategy']",100% Orange Juice - Core Voice Pack 1,2017,2.99,734740,Orange_Juice
12400,"['Adventure', 'Simulation']",TAURONOS - Minotaur Paper Mask Pattern,2017,1.99,739700,"conradproteus,cavalie_ro"
12401,"['Adventure', 'Casual', 'Indie', 'Strategy']",Fairies Magical Jewel Match Quest,2017,2.99,743520,Boogygames Studios
12402,"['Adventure', 'Indie', 'RPG', 'Strategy']",Golden Krone Hotel,2017,9.99,497800,Vulgat
12403,"['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']",Mahjong Solitaire - Monsters Pack 2,2017,0.99,740700,Boogygames Studios
12404,"['Action', 'Indie', 'RPG', 'Strategy']",Dungeon Defenders II - Bundle of the Beast,2017,0.0,726190,Trendy Entertainment
12405,"['Indie', 'RPG', 'Strategy']",Darkest Dungeon®: The Shieldbreaker,2017,3.99,702540,Red Hook Studios
12406,"['Casual', 'Indie']",Mindset,2017,0.99,716070,Smokey Moose Games
12407,['Action'],Friday the 13th: The Game - Costume Party Counselor Clothing Pack,2017,1.99,735000,"IllFonic, LLC."
12408,"['Casual', 'Indie', 'Simulation']",Don't Make Love,2017,6.99,723890,Maggese
12409,['Action'],Friday the 13th: The Game - Jason Part 4 Pig Splitter Kill Pack,2017,2.99,737990,IllFonic
12410,"['Action', 'Indie']",Dynasty Feud - The Night Party,2017,0.99,723460,Kaia Studios
12411,"['Adventure', 'Indie', 'RPG']",Heart of the House,2017,6.99,742150,Choice of Games
12412,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - The Sixth Gun: The Winding Way (Savage Worlds),2017,19.99,713630,"SmiteWorks USA, LLC"
12413,['Video Production'],万视VR,2017,0.0,705830,深圳市云宙多媒体
12414,"['Adventure', 'Casual', 'Indie']",Analemma,2017,9.99,707920,Mugle Studio
12415,"['Adventure', 'Indie']",Avalon: The Journey Begins,2017,9.99,502780,NewHopeGames
12416,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",Emily Wants to Play Too,2017,7.99,652190,Shawn Hitchcock
12417,"['Adventure', 'Indie', 'RPG']",Fantasia of the Wind - 风之幻想曲,2017,3.99,645690,Fantasia Studio
12418,['Utilities'],Driver Booster 5 Upgrade to Pro (Lifetime),2017,29.99,735370,IObit
12419,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Matchbox Twenty,2017,4.99,592472,Musopia
12420,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Shawn Mendes,2017,4.99,592473,Musopia
12421,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - John Denver,2017,4.99,592471,Musopia
12422,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Little Big Town,2017,4.99,565353,Musopia
12423,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Jessie J,2017,4.99,592470,Musopia
12424,"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Tim McGraw,2017,4.99,592474,Musopia
12425,"['Adventure', 'Indie']",Nullysun,2017,0.99,732840,"Metal Fox,Nullysun Studio"
12426,"['Adventure', 'Indie', 'Simulation']",SIMULACRA,2017,4.99,712730,Kaigan Games OÜ
12427,"['Adventure', 'Indie']",Nullysun Soundtrack,2017,0.99,734810,"AllSol,Unknown Hero"
12428,"['Casual', 'Indie', 'Sports']",Infinite Minigolf - Hangar 37,2017,0.0,580660,Zen Studios
12429,"['Casual', 'Indie']",FIGHTING BOX,2017,0.99,721420,Artur Rezende
12430,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Tropicana Campaign Setting (Savage Worlds),2017,19.99,733490,"SmiteWorks USA, LLC"
12431,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Tropicana: Researchers of the Lost City (Savage Worlds),2017,8.99,741180,"SmiteWorks USA, LLC"
12432,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters #11: Devils (PFRPG),2017,7.99,742780,"SmiteWorks USA, LLC"
12433,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters: Plants (PFRPG),2017,7.99,695870,"SmiteWorks USA, LLC"
12434,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mythic Monsters #12: Fairy Tale Creatures (PFRPG),2017,7.99,742810,"SmiteWorks USA, LLC"
12435,"['Action', 'Adventure']",The Mummy Demastered,2017,19.99,630310,WayForward
12436,"['Casual', 'Indie']",Juniper's Knot - Donation,2017,0.99,740020,Dischan Media
12437,"['Adventure', 'Casual', 'Indie', 'RPG']",Beyond the Wall,2017,0.99,726120,For Kids
12438,"['Adventure', 'Strategy']",Yomawari: Midnight Shadows / 深夜廻,2017,29.99,625980,"Nippon Ichi Software, Inc."
12439,"['Adventure', 'Strategy']",Yomawari: Midnight Shadows / 深夜廻 - Digital Soundtrack / デジタル・サウンドトラック,2017,0.99,711860,"Nippon Ichi Software, Inc."
12440,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 3 - Dreams of the Yellow King (PFRPG),2017,24.99,731020,"SmiteWorks USA, LLC"
12441,['Casual'],Mahjong Magic Islands,2017,0.0,673430,Rainbow Games
12442,"['Action', 'Indie', 'Simulation']",Drunk or Dead - Uncensored,2017,2.99,705950,4 I Lab
12443,"['Adventure', 'Casual']",Tales of Terror: House on the Hill Collector's Edition,2017,12.99,729930,Deep Shadows Games
12444,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 2: Turn of the Torrent (PFRPG),2017,24.99,729360,"SmiteWorks USA, LLC"
12445,"['Casual', 'Indie']",Legendary Mahjong,2017,5.99,701290,IP Izmailov Vladimir Yurievich
12446,"['Casual', 'Indie', 'Strategy']",Make Border Great Again!,2017,1.99,731870,Light Soft
12447,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Halloween Pumpkin Story,2017,2.99,717330,Dnovel
12448,"['Casual', 'Indie']",SQR🔲 3,2017,0.99,711110,SlyGames
12449,"['Adventure', 'Indie']",Shiver,2017,4.99,727730,Kowai Sugoi Studios
12450,"['Action', 'Indie']",Another Rocket Game,2017,0.99,724600,Games By Nemiz
12451,"['Casual', 'Indie']",Bang Bang Fruit 2,2017,0.99,703920,Snkl Studio
12452,"['Casual', 'Indie']",PooSky - Halloween,2017,0.99,741020,ByNia
12453,"['Action', 'Adventure', 'Casual', 'Indie']",MILF,2017,0.99,731580,PinkySwear
12454,"['Action', 'Adventure', 'Indie', 'Early Access']",Affliction,2017,6.99,617590,Corrosive Studios LLC
12455,"['Action', 'Casual', 'Indie']",Radar Warfare,2017,0.99,724130,DreamRoad Productions
12456,"['Action', 'Adventure', 'Casual', 'Indie']",MILF - Artwork,2017,0.99,734230,PinkySwear
12457,"['Action', 'Adventure', 'Indie']",Affliction Archives DLC,2017,1.99,701710,Corrosive Studios LLC
12458,"['Action', 'Adventure', 'Indie', 'RPG']",Affliction Roleplaying Game DLC,2017,1.99,646900,Corrosive Studios LLC
12459,"['Action', 'Adventure', 'Indie']",Affliction Breakout Edition DLC,2017,2.99,619120,Corrosive Studios LLC
12460,"['Action', 'Indie']",Clash Force - Soundtrack,2017,0.99,741660,Spicy Gyro Games
12461,"['Action', 'Indie']",Clash Force,2017,4.99,703620,Spicy Gyro Games
12462,"['Adventure', 'Indie']",Rogue Quest: The Vault of the Lost Tyrant,2017,3.99,728420,ExperaGameStudio
12463,"['Adventure', 'Indie']",AER Memories of Old,2017,2.99,331870,Forgotten Key
12464,['Design &amp; Illustration'],Home Architect - Design your floor plans in 3D,2017,49.99,673400,Vicabo GmbH
12465,"['Action', 'Adventure', 'Indie']",NewOld,2017,3.99,725490,DolpGames
12466,"['Casual', 'Indie', 'Strategy']",LOGistICAL: USA - New York,2017,9.99,721380,Sacada
12467,"['Adventure', 'Indie']",Bonbon,2017,2.99,734120,Aetheric Games
12468,['Strategy'],Numantia,2017,19.99,588080,Recotechnology S.L.
12469,['Indie'],Space Leprechaun - Soundtrack,2017,0.0,732100,O.P. Games
12470,"['Simulation', 'Strategy']",Aloha Paradise Hotel,2017,0.0,598820,GAMESinFLAMES
12471,"['Simulation', 'Sports', 'Strategy']",Winter Wolves Classic Games Collection,2017,4.99,646150,Winter Wolves
12472,"['Adventure', 'Casual', 'Indie']",Misao: Definitive Edition,2017,4.99,691450,sen
12473,"['Action', 'Adventure', 'Indie']",Icycle: On Thin Ice,2017,6.99,658990,Damp Gnat
12474,['Racing'],NASCAR Heat 2 - October Jumbo Expansion,2017,9.99,728460,Monster Games
12475,['Racing'],NASCAR Heat 2 - October Value Pack,2017,4.99,728461,Monster Games
12476,['Racing'],NASCAR Heat 2 - Free October Toyota Pack,2017,0.0,728462,Monster Games
12477,"['Indie', 'RPG', 'Strategy']",Bionic Battle Mutants,2017,9.99,625820,Monkeynetics
12478,['Racing'],NASCAR Heat 2 - Free GameStop Pack,2017,0.0,728463,Monster Games
12479,"['Simulation', 'Strategy']",Command: Shifting Sands,2017,19.99,718710,WarfareSims
12480,"['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",Metin2-Power Booster Pack,2017,0.0,732410,WEBZEN Inc.
12481,['Indie'],Engare,2017,6.99,415170,Mahdi Bahrami
12482,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",RADical ROACH: Original Soundtrack,2017,2.99,739620,DL Softworks
12483,"['Adventure', 'Casual', 'RPG']",Nightingale Downs,2017,1.99,727220,SimProse Studios
12484,"['Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Gars&Glory Pack,2017,0.0,591984,Fishing Planet LLC
12485,"['Action', 'Indie']",Operation Desert Road,2017,4.99,727320,RewindApp
12486,"['Action', 'Casual', 'Indie']",Lunarsea,2017,0.0,661830,"Live in the Game, LLC Self"
12487,"['Action', 'Adventure', 'Casual', 'Indie']",ClickRaid - Halloween Pets/Cursor,2017,0.99,738870,Slikey Games
12488,"['Casual', 'Indie', 'Simulation']",The Merchant Memoirs,2017,2.99,726520,Afterthought Studios
12489,"['Action', 'Adventure', 'Casual', 'Indie']",ClickRaid,2017,4.99,658160,Slikey Games
12490,"['Action', 'Casual', 'Indie']",Stickman - Killer of Apples,2017,1.99,727590,Sergej110
12491,"['Massively Multiplayer', 'Simulation', 'Strategy']",Call of War,2017,0.0,672680,Bytro Labs GmbH
12492,"['Casual', 'Indie']","Run, my little pixel",2017,2.99,703270,Zloy Krot Studio
12493,"['Action', 'Casual']",Forest Escape,2017,0.99,725400,"38,9_Degrees"
12494,"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Drosoph Hotel,2017,15.99,717020,Mythic Chest
12495,"['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",Capsa,2017,24.99,588120,"db.works,Vetron"
12496,"['Adventure', 'Casual', 'Indie']",Ghostory,2017,6.99,568460,RigidCore Games
12497,"['Casual', 'Indie', 'Simulation', 'Strategy']",Princess of Tavern Collector's Edition,2017,9.99,545830,Far Mills
12498,"['Adventure', 'Indie']",Artania – Collector's Pack,2017,1.99,732280,SmartHart Games
12499,"['Action', 'Casual', 'Indie']",OverKill,2017,0.99,740950,Kezarus
12500,"['Casual', 'Indie']",Algorithm,2017,0.99,703540,Valut
12501,"['Adventure', 'Casual', 'Indie', 'Strategy']",Mountains & Clouds Jewel Match,2017,1.99,741090,Boogygames Studios
12502,"['Adventure', 'Indie', 'RPG']",Gaia's Melody: Echoed Melodies - Ultimate Guidebook,2017,1.99,738940,Echo607
12503,"['Action', 'Adventure', 'Strategy']",Cyberia 2: Resurrection,1995,9.99,717720,Xatrix Entertainment
12504,"['Adventure', 'Indie', 'RPG']",Undarkened,2017,4.99,676340,Colin Stoddart
12505,['Action'],Last Toon Standing,2017,4.99,721950,marutigames
12506,"['Adventure', 'Casual', 'Indie']",In The Shadows - Original Soundtrack,2017,4.99,730850,Colorspace Studio
12507,"['Adventure', 'Casual', 'Indie', 'Sports', 'Strategy']",Mahjong Solitaire - Ultimate Video Game Pack 1,2017,1.99,739460,Boogygames Studios
12508,"['Casual', 'Indie']",MAZ!,2017,0.99,724570,XoDupo
12509,"['Indie', 'RPG', 'Simulation', 'Early Access']",This Grand Life,2017,9.99,695600,Poking Water Games
12510,"['Casual', 'Indie', 'Strategy']",Santa's Workshop,2017,0.99,727200,Rocket Monster Games
12511,"['Action', 'Casual', 'Indie', 'Racing']",Dean Daimon,2017,0.99,722050,Josh Tam Universe
12512,['Indie'],Dummy Life,2017,4.99,699830,Flying Rain
12513,['Casual'],LightTrack,2017,0.99,722910,APGal
12514,"['Action', 'Indie']",Infernal Racket,2017,7.99,664510,Game Soup LLC
12515,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Chinese Chess/ Elephant Game: 象棋/ 中国象棋/ 中國象棋,2017,9.99,722670,Wang Wenxi
12516,"['Adventure', 'Casual', 'Indie']",Galaxy Girls - Kotoha's Harem,2017,2.99,576614,BurstRay Games
12517,"['Action', 'Casual', 'Indie']",Nona,2017,1.99,713370,Yorozu
12518,['Casual'],Halloween: Jigsaw Puzzles,2017,0.99,720600,ThinkVirtual
12519,"['Adventure', 'Indie', 'RPG', 'Strategy']",Hard West - Printable Posters,2017,0.0,736750,CreativeForge Games
12520,['Simulation'],Real Farm - Soundtrack,2017,9.99,714170,Triangle Studios
12521,['Simulation'],Real Farm,2017,39.99,573680,Triangle Studios
12522,"['Action', 'Indie', 'Strategy']",Molten Armor,2017,9.99,693670,Brutal Muse Studio
12523,"['Adventure', 'Indie', 'RPG']",Gaia's Melody: Echoed Melodies,2017,10.99,725410,Echo607
12524,"['Racing', 'Simulation']",Car Mechanic Simulator 2018 - Jeep DLC,2017,5.99,717490,Red Dot Games
12525,"['Action', 'Indie', 'Strategy']",Quantum Pilot,2017,4.99,652000,Quantum Productions
12526,"['Adventure', 'Casual', 'Indie']",Neo Angle,2017,0.99,693030,"Yan Sokalau,Dropout Games"
12527,"['Action', 'Indie', 'Sports', 'Early Access']",Sociable Soccer,2017,19.99,636690,Combo Breaker
12528,"['Action', 'Casual', 'Indie']",Blue Snake Adventures : Master Level,2017,0.99,722090,Bacq Stellan
12529,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Token Pack 53: More Monsters (Token Pack),2017,4.99,731850,"SmiteWorks USA, LLC"
12530,"['Action', 'Indie']",88 Heroes – H8 Mode Activated!,2017,1.99,619800,Bitmap Bureau
12531,"['Action', 'Casual', 'Indie']",Blue Snake Adventures,2017,0.99,722080,Bacq Stellan
12532,"['Action', 'Indie']",Dungeons Of Kremlin: Remastered,2017,3.99,708800,Uncle Frost Team
12533,"['Adventure', 'Casual', 'Indie']","How to Fool a Liar King - Insert Song ""Issho ni""",2017,3.99,721711,no.real
12534,"['Adventure', 'Casual', 'Indie']",How to Fool a Liar King - Theme Song,2017,3.99,721710,no.real
12535,['Indie'],COLDTV,2017,1.99,736100,Creability
12536,"['Indie', 'Strategy']",Wars Across the World: Kavkaz 1804,2017,4.99,574962,Strategiae
12537,['Action'],Super Arcade Boy in Defender of Planet Earth,2017,1.99,718040,LoadUpGames.com
12538,"['Action', 'Casual', 'Indie']",Neptune: Arena FPS,2016,4.99,556780,Francesco Pellaco
12539,"['Casual', 'Indie', 'Simulation']",Doodle God - Soundtrack,2017,1.99,680760,JoyBits Ltd.
12540,"['Action', 'Casual', 'Indie', 'Simulation', 'Sports']",Zaccaria Pinball - Magic Castle 2017 Table,2017,0.0,731080,Magic Pixel Kft.
12541,"['Indie', 'Strategy']",Dark Rising,2017,7.99,710880,Clear Light Games
12542,"['Adventure', 'Casual']",Ominous Objects: Phantom Reflection Collector's Edition,2017,12.99,729960,Daily Magic Productions
12543,['Action'],Pray for Death,1996,9.99,713070,Light Shock Software s.n.c
12544,"['Action', 'Indie']",Epsilon Jump Prime,2017,3.99,600230,Energize Labs Inc.
12545,"['Adventure', 'Indie']",La Aventura De Axel,2017,1.99,720640,Tordrix Games
12546,['Strategy'],Sudden Strike 4 - Road to Dunkirk,2017,9.99,606080,Kite Games
12547,"['Adventure', 'Indie']",The Inner World - The Last Wind Monk,2017,24.99,613470,Studio Fizbin
12548,"['Action', 'Indie']",Ruby Hunter,2017,6.99,675870,Bence Sipka
12549,"['Action', 'Casual', 'Indie']",222 Hearts,2017,1.99,729570,REMIMORY
12550,"['Indie', 'RPG', 'Strategy']","Fantasy Grounds - Noble Cause, Bloodied Hands (PFRPG)",2017,9.99,737350,"SmiteWorks USA, LLC"
12551,['Simulation'],UH-1H: Argo Campaign,2017,9.99,728302,373vFS Greg
12552,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Tropicana: Gorillaconda (Savage Worlds),2017,2.99,738140,"SmiteWorks USA, LLC"
12553,"['Casual', 'Indie', 'Simulation']",Carried Away OST - Lounging Away by Juhani Junkala,2017,2.99,729230,Huge Calf Studios
12554,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Guess Who's Coming to Donner? (Savage Worlds),2017,4.99,738110,"SmiteWorks USA, LLC"
12555,"['Indie', 'Strategy', 'Early Access']",Beyond the Void,2017,0.0,700570,B2Expand
12556,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Tropicana: Die Fast... (or die trying) (Savage Worlds),2017,2.99,738240,"SmiteWorks USA, LLC"
12557,"['Action', 'Indie', 'Early Access']",Boratium Wars,2017,3.99,700270,"Dataweb, Inc."
12558,"['Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Kayaks Adventure Pack,2017,0.0,591986,Fishing Planet LLC
12559,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",Andarilho - Vehicles,2017,0.99,731750,SC Jogos
12560,"['Adventure', 'Indie', 'RPG']",The Superlatives: Aetherfall,2017,6.99,726230,Choice of Games
12561,['Strategy'],Civilization VI - Khmer and Indonesia Civilization & Scenario Pack,2017,8.99,645401,Firaxis
12562,"['Action', 'Indie']",JASEM: Just Another Shooter with Electronic Music,2017,5.99,610840,Stas Shostak
12563,"['Action', 'Adventure', 'Indie']",Please - Soundtrack,2017,0.99,596520,"Mute Canary,Mauvesic"
12564,"['Casual', 'Indie', 'RPG', 'Strategy']",Dungeons of Hell,2017,3.99,722990,GoldenGod Games
12565,"['Adventure', 'Indie']",The Lost Wizard,2017,3.99,727110,Firestorm Entertainment
12566,"['Action', 'Massively Multiplayer', 'RPG', 'Early Access']",Prime Arena,2017,9.99,647530,Nival
12567,['RPG'],Ninja Goemon and Immortal Jewels,2017,4.99,701580,Azarashi no Yakata
12568,['Simulation'],OMSI 2 Add-On HafenCity - Hamburg modern,2017,19.99,630010,Darius Bode
12569,['Simulation'],TS Marketplace: Chatham Main Line Scenario Pack 01 Add-On,2017,9.99,562370,Trains &amp; Drivers
12570,"['Casual', 'Indie']",Left&Right,2017,0.99,718680,VITALII HOLIEV
12571,['Simulation'],Professional Farmer: American Dream,2017,19.99,663250,United Independent Entertainment GmbH
12572,['Simulation'],Train Simulator: BR Class 402 '2-HAL' EMU Add-On,2017,19.99,500212,Dovetail Games
12573,"['Action', 'Adventure', 'Indie']",Don't Be Patchman,2017,9.99,378410,Naturally Intelligent
12574,"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",Game Machines: Arcade Casino,2017,1.99,726580,Crabby Team
12575,"['Indie', 'RPG', 'Strategy']",Battle Brothers - Lindwurm,2017,0.0,732460,Overhype Studios
12576,['Simulation'],FSX Steam Edition - Night Environment: Norway Add-On,2017,15.99,643671,Chris Bell – Creative Design Studios
12577,['Simulation'],FSX: Steam Edition - Beechcraft® D17 Staggerwing,2017,19.99,609822,Alabeo
12578,"['Simulation', 'Strategy']",Cities: Skylines - Green Cities,2017,12.99,614580,Colossal Order Ltd.
12579,"['Simulation', 'Strategy']",Cities: Skylines - Content Creator Pack: European Suburbia,2017,4.99,715190,"Samantha ""Avanya"" Woods"
12580,"['Action', 'Casual', 'Indie', 'Racing']",Flappy Galaxy,2017,0.99,720480,Bacq Stellan
12581,"['Action', 'Casual', 'Indie', 'Racing']",Flappy Galaxy : Master Level,2017,0.99,722310,Bacq Stellan
12582,"['Indie', 'Strategy']","Gremlins, Inc. – Famous Figures",2017,4.99,723650,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment"
12583,"['Adventure', 'Indie']",The Mind of Marlo,2017,2.99,722870,Point Bleep Studios
12584,"['Action', 'Indie']",Maybot Run,2017,2.99,715990,Bloodline Games
12585,"['Casual', 'Indie']",Home Run Solitaire,2017,4.99,725170,The Revills Games
12586,"['Action', 'Indie']",Scrap,2017,0.0,727280,Top Shelf Studios
12587,"['Casual', 'Indie', 'Strategy']",The Jackbox Party Pack 4 - Soundtrack,2017,4.99,714760,"Jackbox Games, Inc."
12588,"['Casual', 'Indie', 'Strategy']",The Jackbox Party Pack 4,2017,24.99,610180,"Jackbox Games, Inc."
12589,"['Action', 'Massively Multiplayer', 'Strategy']",Urban Rivals,2017,0.0,715310,Acute Games
12590,"['Casual', 'Indie']",Clutter VI: Leigh's Story,2017,9.99,733810,Puzzles By Joe
12591,"['Casual', 'Indie']",BLOK DROP NEO,2017,2.99,722680,RCMADIAX
12592,['Strategy'],Strategic Command WWII: Community Pack,2017,0.0,732500,Fury Software
12593,"['Casual', 'Indie']",Tricks and Treats,2017,6.99,702310,Notus Games Ltd
12594,"['Indie', 'RPG', 'Strategy']",Warbanners,2017,19.99,650440,Crasleen Games
12595,"['Action', 'Indie']",Liquidator,2017,0.99,716890,Ruaz.404
